НКО	N	1) non-commercial organisation, nonprofit organisation, NGO
НЛО	N	1) UFO
НПО	N	1) NGO, non-governmental organization
НЭП	N	1) NEP ( New Economic Policy) [historical, Soviet Union]
Нгерулмуд	N	1) Ngerulmud (capital of Palau)
Неметчина	N	1) Germany
Новый год	N	1) New Year, New Year's Day
Нтто.	N	1) net
ОМОН	N	1) OMON, special police units
ООН	N	1) UNO, United Nations Organization
ООО	N	1) LLC, a limited liability company
ОПК	N	1) military-industrial complex
ОРВИ	N	1) URTI [medicine]
ОЭЗ	N	1) Special Economic Zone
Ока	N	1) Oka
Отряд Милиции Особого Назначения	N	1) riot squad, riot police, special police squad
ПМЖ	N	1) (place of) permanent residence 2) residence permit [colloquial]
ПО	N	1) software [computing]
ПРО	N	1) missile defense
ПТУ	N	1) institution for adult education at a basic or intermediate level, college
Паликир	N	1) Palikir (capital of Micronesia)
Пангея	N	1) Pangaea ''(hypothetical primordial supercontinent of the Mesozoic era)''
Пасха	N	1) Easter 2) Passover
Пепельная среда	N	1) Ash Wednesday
Петроград	N	1) Petrograd [historical]
Петропавловка	N	1) Peter and Paul Fortress [colloquial]
Пикассо прямоугольчатый	N	1) humuhumunukunukuapuaa
Политбюро	N	1) Politburo of the Communist Party of the Soviet Union [historical]
Посейдон	N	1) Poseidon [Greek god]
Принц Альберт	N	1) Prince Albert (piercing)
РЖД	N	1) Russian Railways ''or'' '''Rossiyskie Zheleznye Dorogi''' (RZhD)
РИК	N	1) RIC (Russia, India, China)
РКК	N	1) Workers’ and Peasants’ Inspectorate
РКК	N	1) RCC, Radio Communications Company
РКК	N	1) Rocket and Space Complex
РКК	N	1) Raketno-kosmičeskaja korporacija (Rocket and Space Corporation)
РКК	N	1) RRC, Russian Red Cross
РНК	N	1) RNA
РНР	N	1) work permit
РОНО	N	1) district department of people's education
РОСТО	N	1) Russian Defence Sports-Technical Organization
РПЦ	N	1) Russian Orthodox Church
РСФСР	N	1) RSFSR (Russian Soviet Federative Socialist Republic, 1917 to 1991)
РФ	N	1) Russian Federation (RF, an informal abbreviation for the name of the modern (since 1991) country, yet widely used in official documents)
Раиса	N	1) female given name, Raisa.
Ричмонд	N	1) the capital city of Virginia 2) a common place name in English-speaking countries
Рождество	N	1) Christmas (''lit.'', the Birth) 2) nativity
Роно	N	1) [spelling variant of РОНО́]
Рунет	N	1) The Russian-language websites on the Internet, taken as a whole
Рюрик	N	1) male given name, Ryurik, Rurik.
С	N	1)  [chess]
СИЗО	N	1) remand prison, jail (for suspects), detention facility
СКФО	N	1) North Caucasian Federal District
СМЕРШ	N	1) SMERSH
СМИ	N	1) mass media
СМС	N	1) Short Message Service 2) SMS, message, text
СНВ	N	1) strategic (offensive) arms
СНГ	N	1) CIS (Commonwealth of Independent States)
СНХ	N	1) sovnarkhoz
СП	N	1) joint venture
СПИД	N	1) AIDS [disease]
СПб	N	1) 
СФСР	N	1) SFSR (Soviet Federative Socialist Republic)
США	N	1) U.S.A. (United States of America)
Самария	N	1) Samaria
Севан	N	1) Sevan 2) Sevan
Северная Ирландия	N	1) Northern Ireland
Седан	N	1) Sedan ''(town in France)''
Совет Безопасности ООН	N	1) United Nations Security Council
Средневековье	N	1) Middle Ages (time period)
Статен-Айленд	N	1) Staten Island ''(borough of New York City)''
Страстная неделя	N	1) Holy Week [religion]
Страстная седмица	N	1) Holy Week [religion]
Страстной четверг	N	1) Maundy Thursday [religion]
Суккот	N	1) Sukkot
ТВ	N	1) TV, television
ТРКИ	N	1) TORFL
Темза	N	1) the Thames
Тетрис	N	1) Tetris [video games]
Тибет	N	1) Tibet
Тора	N	1) Torah
Триест	N	1) Trieste
Уникод	N	1) Unicode
Урумчи	N	1) Ürümqi
Ф	N	1) Q (queen) [chess]
Ф.И.О.	N	1) surname, first name, patronymic
ФБР	N	1) FBI, Federal Bureau of Investigation
ФИО	N	1) surname, first name, patronymic
ФМС	N	1) federal migration service
ФНС	N	1) Federal Tax Service (of Russia)
ФТС	N	1) federal customs service
Финляндия	N	1) Finland
Франция	N	1) France
Ханука	N	1) Hanukkah
Хезбалла	N	1) Hezbollah
Хезболла	N	1) Hezbollah
Церера	N	1) Ceres, dwarf planet [astronomy] 2) Ceres [Roman god]
Ч. П.	N	1) emergency, accident
Чукотское море	N	1) Chukchi Sea
Швеция	N	1) Sweden
ЭВМ	N	1) computer
Эгейское море	N	1) Aegean Sea
Ю	N	1) south
ЮВА	N	1) Southeast Asia
а	N	1) A, amp, ampere
аак	N	1) Rhinebarge, a single-masted flat-bottomed barge used on the Rhine for wine transportation
аам	N	1) aam, an old Dutch and German unit of measure for liquids
аангич	N	1) long-tailed duck '''' [dialectal, Kamchatka]
ааронов жезл	N	1) Aaron's rod
аароновец	N	1) follower of Aaron's confession [historical]
аароновщина	N	1) Aaron's confession, a minor group of old believers in the second half of the 18th century
аба	N	1) aba, a coarse woven cloth 2) a cloak-like garment made from aba
аба	N	1) elder sister [dialectal, Omsk] 2) father's sister [dialectal, Omsk]
аба-ван	N	1) abat-vent [architecture]
аба-вуа	N	1) abat-voix [architecture]
абаас	N	1) malevolent spirit [mythology]
абаданец	N	1) ''(male)'' person from Abadan
абаданка	N	1) woman or girl from Abadan
абажур	N	1) lampshade 2) a visor, worn on the forehead to protect one's eyes from the sun [dated] 3) head [slang] 4) order, norm [slang, humorous]
абаз	N	1) abbasi, abazi [historical] 2) A twenty kopek coin. [dialectal, obsolete]
абаза	N	1) a strong wind in the Black Sea coming from the Caucasus region
абазин	N	1) Abaza, Abazin
абазинка	N	1) female Abaza, Abazin
абазия	N	1) abasia [medicine]
абак	N	1) abacus 2) abacus
абака	N	1) abacus [architecture] 2) abacus [culinary]
абака	N	1) abaca, Manila hemp
абакост	N	1) abacost [chiefly, historical]
абакумыч	N	1) A small crowbar for breaking through doors. [criminal, _, slang]
абалон	N	1) abalone
абандон	N	1) abandonment [law]
абандонирование	N	1) abandonment
абарга	N	1) kaluga. [dialectal, Baikal]
абарогноз	N	1) abarognosis [medicine]
абатон	N	1) abaton [historical]
абачи	N	1) abachi, obeche.
абаш	N	1) variant of абаша́
абаш	N	1) [variant of аба́чи]
абаша	N	1) Muslim cleric; Mullah [dialectal]
абба	N	1) [spelling variant of аба́]
аббаси	N	1) Abbasi, a Persian coin
аббат	N	1) abbot, priest [Christianity]
аббатиса	N	1) abbess, mother superior [Christianity, rare]
аббатство	N	1) abbey [Christianity]
аббревиатура	N	1) abbreviation
аббревиация	N	1) abbreviation [linguistics] 2) abbreviation. [biology]
абвер	N	1) Abwehr [uncountable]
абгалдырь	N	1) upholder
абгомотопия	N	1) abhomotopy [mathematics]
абдал	N	1) a fraud, crook [dialectal]
абдерит	N	1) Abderite, citizen of the Ancient Greek city Abdera. [historical] 2) A naïve or stupid person
абдест	N	1) abdest, wudu [Islam]
абдешень	N	1) a south-easterly wind. [dialectal, Pskov]
абджад	N	1) abjad [linguistics]
абдикация	N	1) abdication
абдомен	N	1) abdomen [anatomy]
абдоминогистеротомия	N	1) abdominohysterotomy [medicine]
абдоминогистерэктомия	N	1) abdominohysterectomy [medicine]
абдоминоперикардиостомия	N	1) abdominopericardiostomy [medicine]
абдоминопластика	N	1) abdominoplasty
абдоминоскопия	N	1) abdominoscopy [medicine]
абдраган	N	1) a fright, fear [dialectal, Kazan, Orenburg]
абдуктант	N	1) abductor, one who abducts
абдуктор	N	1) abductor muscle [anatomy]
абдукция	N	1) abduction [anatomy] 2) abduction [logic] 3) alien abduction
абевега	N	1) alphabet, ABC [obsolete]
абевегедейка	N	1) alphabet, ABC [childish] 2) hepatitis [slang]
абелева группа	N	1) abelian group [mathematics]
абелево кольцо	N	1) abelian ring, commutative ring [mathematics]
абелевость	N	1) commutativity
абелианизация	N	1) abelianization
абелит	N	1) abelite
абелия	N	1) abelia
абельмош	N	1) ''Abelmoschus'' 2) abelmosk
аберратор	N	1) aberrator [physics]
аберрация	N	1) aberration [physics] 2) aberration [literary] 3) aberration [astronomy] 4) aberration [biology]
абес	N	1) abaisse [culinary]
абессив	N	1) abessive case [grammar]
абессивный падеж	N	1) abessive
абеталипопротеинемия	N	1) abetalipoproteinemia [medicine]
абецадло	N	1) an adaptation of the Polish alphabet used periodically in Ukraine in the 17th-19th centuries. [historical] 2) the musical alphabet [historical]
абецедарий	N	1) abecedary, abecedarium [rare]
абзац	N	1) paragraph [grammar] 2) an indentation at the start of a paragraph. [informal] 3) for.
абздольц	N	1) euphemism for. [humorous]
абзетцер	N	1) stacker [building]
абзим	N	1) abzyme
абиетин	N	1) abietane [chemistry]
абилка	N	1) ability, special ability [gaming]
абиогенез	N	1) abiogenesis [biology]
абиоз	N	1) abiosis
абиосестон	N	1) abioseston
абиота	N	1) abiota
абиотрофия	N	1) abiotrophy
абиофизиология	N	1) abiophysiology
абиоцен	N	1) abiocoen
абиссаль	N	1) abyssal zone, abyssopelagic zone [geography]
абиссинец	N	1) Abyssinian [historical]
абитура	N	1) ''Collective form of'' '''абитуриент''' (''abiturijent''). [colloquial] 2) Time spent taking university entrance examinations [colloquial]
абитуриент	N	1) graduate, school-leaver 2) university applicant, enrollee, candidate for a university entrance examination.
аблактация	N	1) ablactation
аблактирование	N	1) ablactation, weaning
аблактировка	N	1) ablactation, weaning
абластика	N	1) ablastics [medicine]
аблатив	N	1) ablative
аблаут	N	1) ablaut, gradation [philology]
аблефария	N	1) ablepharia [medicine]
аблефарон	N	1) ablepharon [medicine]
аблютомания	N	1) ablutomania
аблятив	N	1) ablative
аблятивный падеж	N	1) ablative case
аблятор	N	1) ablator
абляут	N	1) ablaut
абляция	N	1) ablation [meteorology, geography] 2) ablation [biology] 3) ablation [physics]
абмиграция	N	1) abmigration
аболиционизм	N	1) abolitionism
аболиционист	N	1) abolitionist
аболиционистка	N	1) ''(female)'' abolitionist
аболиция	N	1) abolition
аболюция	N	1) absolution
абом	N	1) abohm
абонемент	N	1) subscription, season ticket
абонент	N	1) subscriber
абордаж	N	1) boarding [nautical]
абориген	N	1) aborigine
аборигенка	N	1) female aborigine
аборт	N	1) abortion 2) abort [computing]
абортцанг	N	1) abort forceps
абразив	N	1) abrasive
абразивность	N	1) abrasiveness
абразия	N	1) abrasion
абракадабра	N	1) nonsense, gibberish 2) abracadabra
абрек	N	1) Abrek 2) a native of the Caucasus [offensive, ethnic slur]
абрикос	N	1) apricot 2) testicles, balls, nuts, nads, gonad [colloquial, usually, in the plural, vulgar]
абрикотин	N	1) apricot brandy, apricot schnapps, crème d'abricot, apricotine
абрис	N	1) contour, outline
аброгация	N	1) abrogation
абруптив	N	1) ejective [phonetics]
абс-пластик	N	1) ABS plastic
абсанс	N	1) absence seizure [disease]
абсент	N	1) absinth
абсентеизм	N	1) absenteeism
абсентизм	N	1) absinthism
абсида	N	1) apse, apsis, exedra
абсолют	N	1) absolute, something absolute
абсолютизация	N	1) absolutisation
абсолютизирование	N	1) a making of something absolute
абсолютизм	N	1) absolutism
абсолютист	N	1) absolutist
абсолютная величина	N	1) absolute value
абсолютная влажность	N	1) absolute humidity
абсолютная монархия	N	1) absolute monarchy
абсолютность	N	1) absoluteness
абсолютный нуль	N	1) absolute zero
абсолютный падеж	N	1) absolutive, absolutive case [linguistics]
абсорбат	N	1) absorbate
абсорбент	N	1) absorbent
абсорбер	N	1) absorber
абсорбирование	N	1) absorption
абсорбция	N	1) absorption
абстенционист	N	1) abstentionist
абстинент	N	1) abstainer, one who abstains
абстинентный синдром	N	1) withdrawal symptoms, withdrawal (literally, abstinence syndrome)
абстиненция	N	1) abstinence
абстрагирование	N	1) abstraction
абстракт	N	1) the abstract
абстрактная алгебра	N	1) abstract algebra [mathematics]
абстрактное существительное	N	1) abstract noun
абстрактность	N	1) abstractedness, abstractiveness
абстрактный глагол	N	1) abstract verb
абстракционизм	N	1) abstractionism, abstract art
абстракционист	N	1) abstractionist, abstract artist
абстракция	N	1) abstraction
абсурд	N	1) nonsense, baloney, bilge, poppycock, absurdity [colloqual, often, pejorative]
абсурдизм	N	1) absurdism
абсурдист	N	1) absurdist
абсурдность	N	1) absurdity
абсцесс	N	1) abscess
абсцизовая кислота	N	1) abscisic acid
абсцисса	N	1) abscissa, absciss [geometry]
абугида	N	1) abugida
абузус	N	1) abuse, overuse [uncountable, medicine, rare]
абулия	N	1) aboulia
абхаз	N	1) Abkhazian, Abkhaz person
ава	N	1) avatar [slang]
авангард	N	1) vanguard, avant-garde, advance guard
аванпост	N	1) outpost [military]
аванс	N	1) advance ''(of money)'', prepayment, payment on account 2) ''(plural, figurative)'' advances, overtures
авансцена	N	1) proscenium, forestage
авантюра	N	1) gamble 2) adventure, venture [dated]
авантюризм	N	1) adventurism
авантюрин	N	1) aventurine
авантюрист	N	1) gambler; an unscrupulous person 2) adventurer [dated]
авантюристка	N	1) adventuress
аварец	N	1) Avar
аварийная посадка	N	1) crash landing, emergency landing
аварийный выход	N	1) emergency exit
авария	N	1) damage, breakdown, fault, failure, crash (''rarely'') 2) accident, crash, wreck, emergency, average (''i.e. situation caused by damage, breakdown or failure'') 3) misfortune [figuratively]
аварка	N	1) Avar woman or girl
аватар	N	1) avatar (a digital representation of person) [computing]
аватара	N	1) avatar
авва	N	1) Abba
авгур	N	1) augur, soothsayer (diviner who foretells events by unusual occurrences)
август	N	1) August, eighth month of the year, containing 31 days
авеню	N	1) avenue
аверс	N	1) obverse [numismatics]
авиабаза	N	1) airbase, airforce base
авиабензин	N	1) aviation fuel, jet fuel
авиабилет	N	1) airplane ticket
авиабригада	N	1) wing (air force organization between the levels of an air division and a group) [aviation]
авиагоризонт	N	1) artificial horizon
авиадвигатель	N	1) airplane engine
авиадивизия	N	1) air division
авиазвено	N	1) flight, squadron [air force]
авиакомпания	N	1) airline (company that flies airplanes) [aviation]
авиакорпус	N	1) ''(air force)'' air command
авиалиния	N	1) air route, airway
авиамагистраль	N	1) air route
авиаматка	N	1) aircraft carrier, flattop [dated]
авианалёт	N	1) airstrike, air raid, aerial attack
авианосец	N	1) aircraft carrier, flattop
авиаотряд	N	1) air force detachment, air detachment
авиаполк	N	1) ''(air force)'' air regiment ''(equivalent to U.S. group or air wing)''
авиапочта	N	1) airmail [uncountable]
авиапредприятие	N	1) airline (company that flies airplanes) (''more common in the USSR of a state-owned airline'') [aviation]
авиатор	N	1) airman, aviator, pilot [obsolete, aviation]
авиаудар	N	1) airstrike
авиационная база	N	1) airbase
авиационное шоу	N	1) air show
авиация	N	1) aviation 2) air force 3) ''(collectively):'' aircraft
авиация дальнего действия	N	1) strategic aviation, long-range aviation 2) long haul aircraft
авиашоу	N	1) air show
авиаэскадрилья	N	1) air squadron
авокадо	N	1) avocado
авось	N	1) blind trust in divine providence; blind faith in sheer luck; blind trust in sheer luck; counting on a miracle 2) faith in serendipity; counting on pure luck
авоська	N	1) string bag [colloquial]
австрал	N	1) a male Aussie [slang]
австралиец	N	1) Australian
австралийка	N	1) Australian woman, Australian girl
австралийский доллар	N	1) Australian dollar
австралийский футбол	N	1) Australian rules football, Aussie rules
австриец	N	1) Austrian (man)
австрийка	N	1) Austrian (woman)
автаркия	N	1) autarchy
авто	N	1) car, wheels [colloquial]
автобаза	N	1) motor-service station, motor depot
автобиография	N	1) autobiography
автоблокировка	N	1) automatic blocking system, self-locking
автобус	N	1) bus, motorbus
автобусик	N	1) (small) bus
автовагон	N	1) automobile railway car, a railway carriage with its own engine
автовладелец	N	1) car owner, motorist
автовокзал	N	1) bus station, bus terminal
автогамия	N	1) autogamy (self-fertilization)
автоген	N	1) autogenic welder [technical]
автогол	N	1) own goal
автогонки	N	1) auto racing
автограф	N	1) autograph, signature
автодидакт	N	1) autodidact
автодорога	N	1) highway
автодрезина	N	1) motor trolley
автодром	N	1) vehicle testing point, motor-racing circuit, automobile racetrack, autodrome, motordrome
автозавод	N	1) car factory, motor-car factory, automobile plant, automobile works, motor works
автозак	N	1) a police van for transportation of suspects and prisoners
автозаправка	N	1) gas station, petrol station
автозаправочная станция	N	1) gas station
автоканнибализм	N	1) autocannibalism
автокатастрофа	N	1) car crash, auto accident
автоклав	N	1) autoclave
автоколебание	N	1) auto-oscillation
автократ	N	1) autocrat
автократия	N	1) autocracy
автолюбитель	N	1) motorist, motor-car enthusiast, motoring fan
автомагистраль	N	1) dual carriageway
автомат	N	1) automaton 2) slot machine 3) automata [mathematics] 4) submachine gun, assault rifle 5) automatic transmission [automotive]
автомат Калашникова	N	1) Kalashnikov assault rifle (machine-gun), AK-47
автоматизация	N	1) automation
автоматизм	N	1) automatism
автоматика	N	1) automation; automatics, automatic control engineering
автоматическая коробка переключения передач	N	1) automatic transmission
автоматическая трансмиссия	N	1) automatic transmission
автоматон	N	1) automaton
автоматчик	N	1) submachine gunner; tommy-gunner
автомашина	N	1) motor vehicle, automobile, car
автомобилестроение	N	1) automotive industry
автомобилист	N	1) motorist
автомобиль	N	1) car, automobile, motorcar 2) vehicle 3) lorry, truck
автоморфное число	N	1) automorphic number
автомотриса	N	1) electricmotorized railway engine, self-propelled railway carriage or coach, railcar
автономия	N	1) autonomy
автономная область	N	1) autonomous oblast
автономность	N	1) autonomy
автоответчик	N	1) answering machine
автопарк	N	1) vehicle fleet 2) company or complex for storing, maintaining and repairing a vehicle fleet
автопилот	N	1) autopilot, mechanical pilot, robot pilot
автопокрышка	N	1) car tire
автопортрет	N	1) self-portrait
автопробег	N	1) motor race, motor rally
автопроизводитель	N	1) automaker, automobile manufacturer
автопром	N	1) automotive industry
автор	N	1) author
автореферат	N	1) abstract
авторизация	N	1) authorization
авторитет	N	1) authority, prestige 2) ''(person)'' authority 3) underworld leader
авторские	N	1) royalties, money paid to the author by the publishing company
авторское право	N	1) copyright
авторство	N	1) authorship
авторучка	N	1) fountain pen
автосалон	N	1) auto show, motor show
автосервис	N	1) garage, car service
автоспорт	N	1) motor racing
автостоп	N	1) hitchhiking
автостоянка	N	1) parking lot, car park
автострада	N	1) motorway, highway, freeway
автотомия	N	1) autotomy (invertebrate self-defense mechanism)
автотранспорт	N	1) motor transport
автохория	N	1) autochory
автохтон	N	1) indigene, native
автошкола	N	1) driving school
автошоу	N	1) auto show, motor show, car show
авуары	N	1) assets, holdings [literary, or, stilted]
ага	N	1) cane toad (''Bufo marinus'', now ''Rhinella marina'')
ага	N	1) agha, master, patron [history, Turkey, Central Asia]
агава	N	1) agave [botany]
агами	N	1) agami heron
агар-агар	N	1) agar
агарянин	N	1) Muslim [archaic]
агат	N	1) agate
агванец	N	1) Albanian
агванка	N	1) female Albanian
агванский	N	1) Caucasian-Albanian
аггел	N	1) fallen angel; devil; demon
агглютинация	N	1) agglutination
агенс	N	1) agent [linguistics]
агент	N	1) agent 2) envoy
агентство	N	1) agency, dealership
агентура	N	1) secretintelligence service agents (collectively)
агиография	N	1) hagiography
агитатор	N	1) agitator, propagandist, 2) canvasser, teller
агитация	N	1) agitation, propaganda, drive
агитка	N	1) agitation leaflet 2) piece of propaganda
агитпроп	N	1) agitprop
агитпункт	N	1) agitation centre 2) canvassing centre
агломерат	N	1) agglomerate, agglomeration
агломерация	N	1) agglomeration
агнец	N	1) lamb [archaic] 2) sheep [archaic]
агностик	N	1) agnostic [philosophy]
агностицизм	N	1) agnosticism [philosophy]
агония	N	1) agony, death pangs
агорафобия	N	1) agoraphobia
аграрий	N	1) agrarian, landowner
агрегат	N	1) unit, set 2) aggregate, aggregation 3) outfit, plant
агрегация	N	1) aggregation
агрегирование	N	1) aggregation
агрессивность	N	1) aggressiveness, animus, bellicosity, belligerence
агрессия	N	1) aggression 2) war of aggression [international law]
агрессор	N	1) aggressor
агрикультура	N	1) agriculture, agricultural technique (the art or science of cultivating the ground)
агробизнес	N	1) agrobusiness, agribusiness
агробиолог	N	1) agrobiologist
агрокультура	N	1) agriculture (the art or science of cultivating the ground)
агроном	N	1) agronomist
агрономия	N	1) agronomy, agronomics
агротехник	N	1) agricultural technician, agrotechnician, agricultural engineer, agriculturist
агрохимик	N	1) agrochemist
агул	N	1) man of Aghul background
агульский	N	1) Aghul
агути	N	1) agouti
ад	N	1) hell, inferno, Hades, the Underworld
адажио	N	1) a movement or piece that starts as adagio
адамово яблоко	N	1) Adam's apple [anatomy] 2) Osage-orange [botany]
адапален	N	1) adapalene
адаптация	N	1) adaptation
адаптер	N	1) adapter 2) pick-up [music]
адаптивность	N	1) adaptability
адвентист	N	1) Adventist
адвентистка	N	1) Adventist
адвербиал	N	1) adverbial [grammar]
адвокат	N	1) lawyer, attorney, barrister, solicitor, advocate
адвокат дьявола	N	1) devil's advocate (debater) [idiomatic]
адвокатура	N	1) advocacy, bar
адгезия	N	1) adhesion
аддон	N	1) add-on [computing]
адекватность	N	1) adequacy
аденозинтрифосфат	N	1) adenosine triphosphate, adenosine 5'-triphosphate
аденоид	N	1) adenoid [anatomy]
аденома	N	1) adenoma
адепт	N	1) adherent, follower
адессив	N	1) adessive
адессивный падеж	N	1) adessive
аджапсандали	N	1) ajapsandali
аджика	N	1) adjika, adzhika
административное право	N	1) administrative law
администратор	N	1) administrator 2) business manager 3) receptionist
администрация	N	1) administration, management
администрирование	N	1) administering, administration
адмирал	N	1) admiral [military] 2) admiral [butterfly]
адмиралтейское право	N	1) admiralty law
адмиралтейство	N	1) admiralty
адмотдел	N	1) admin. dept
адопция	N	1) adoption [rare]
адреналин	N	1) adrenaline
адрес	N	1) address
адресант	N	1) sender, consignor, shipper
адресат	N	1) addressee
адресная книга	N	1) address book
адресная строка	N	1) address bar [computing, graphical user interface]
адрон	N	1) hadron [physics]
адсорбент	N	1) adsorbent [physics, chemistry]
адъютант	N	1) aide-de-camp, adjutant, aide [military]
адюльтер	N	1) adultery (sexual intercourse by a married person with someone other than their spouse)
ажан	N	1) policeman
ажиотаж	N	1) stockjobbing, agiotage, rush; stir, hullabaloo
ажур	N	1) openwork ''(cloth)''
аз	N	1) name of the letter [archaic] 2) basics, fundamentals [plural only]
азалия	N	1) azalea
азан	N	1) adhan [Islam]
азарт	N	1) excitement, fervour, passion
азбука	N	1) alphabet 2) ABC book, abecedary; primer 3) ABC
азер	N	1) Azeri, Azerbaijani person [offensive, ethnic slur]
азербайджанец	N	1) Azeri, Azerbaijani person
азербайджанка	N	1) Azerbaijani woman
азиат	N	1) Asian (person from Asia)
азиатка	N	1) Asian woman or girl
азиатский паралихт	N	1) olive flounder
азик	N	1) Azeri, Azerbaijani person [offensive, ethnic slur]
азимут	N	1) azimuth
азитромицин	N	1) azitromycin
азот	N	1) nitrogen
азурит	N	1) azurite
аид	N	1) Yid, Jew [Jewish, _, slang]
аист	N	1) stork
аистёнок	N	1) baby stork
ай	N	1) ''(English letter)'' I, i
ай-ай	N	1) aye-aye
айва	N	1) quince
айкидо	N	1) aikido
аймара	N	1) Aymara
айну	N	1) Ainu
айран	N	1) airan
айсберг	N	1) iceberg
